CrashId,VehicleId,PersonId,Age,Gender,Gender Text Format,State,Postal Code,Person Type,Person Type Text Format,Injury Status,Injury Status Text Format,Condition at Time of Crash,Condition at Time of Crash Text Format,Condition at Time of Crash2,Condition at Time of Crash2 Text Format,Action Taken by Officer,Action Taken by Officer Text Format,Alcohol Test Status,Alcohol Test Status Text Format,Type Of Alcohol Test,Type Of Alcohol Test Text Format,Drug Test Status,Drug Test Status Text Format,Type Of Drig Test,Type Of Drig Test Text Format,Ejection Status,Ejection Status Text Format,Restraint System,Restraint System Text Format,Helmet Use,Helmet Use Text Format,Air Bag Status,Air Bag Status Text Format,Speeding Related,Speeding Related Text Format,Driver Actions 1,Driver Actions 1 Text Format,Driver Actions 2,Driver Actions 2 Text Format,Driver Actions 3,Driver Actions 3 Text Format,Driver Actions 4,Driver Actions 4 Text Format,Driver Distracted By,Driver Distracted By Text Format,Roadway On Which Nonmotorist Was Traveling/Located,Direction nonmotorist was traveling,Direction Unknown,Striking Motor Vehicle ID,Bicycle ID,Non-Motorist Not In Roadway,Actions or Circumstances Prior to Crash,Actions or Circumstances Prior to Crash Text Format,To or From School,To or From School Text Format,Actions or Circumstances At Time Of Crash,Actions or Circumstances At Time Of Crash Text Format,Actions or Circumstances At Time Of Crash2,Actions or Circumstances At Time Of Crash2 Text Format,Location At Time Of Crash,Location At Time Of Crash Text Format,Safety Equipment,Safety Equipment Text Format,Safety Equipment2,Safety Equipment2 Text Format,Non-motorist Distracted By,Non-motorist Distracted By Text Format,Seating Position,Seating Position Text Format,Seating Position for Bus,City,Country,Driver License Jurisdiction,Driver License Jurisdiction Text Format,Drivers License Issued By,Drivers License Class,Commercial License Class,Commercial License Class Text Format,Transported to First Medical Facility By,Transported to First Medical Facility By Text Format,Name of the EMS agency,Name of the Intended Receiving Facility
1002015,,3,41,1,Male,CT,,3,Pedestrian,B,Suspected Minor Injury (B),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,N FRONTAGE RD,N,FALSE,1,,FALSE,6,In Roadway - Other,1,No,1,No Improper Action,88,Not Applicable,12,Non-Trafficway Area,3,Reflective Clothing,88,Not Applicable,1,Not Distracted,,,,Bridgeport,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002015,,4,22,1,Male,CT,6489,3,Pedestrian,B,Suspected Minor Injury (B),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,N FRONTAGE RD,N,FALSE,1,,FALSE,6,In Roadway - Other,1,No,1,No Improper Action,88,Not Applicable,12,Non-Trafficway Area,3,Reflective Clothing,88,Not Applicable,1,Not Distracted,,,,Southington,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002015,,5,59,1,Male,CT,6770,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naugatuck,UnitedStates,,,,,,,,,,
1002022,1,5,11,1,Male,CT,6511,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2C,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002022,1,4,14,2,Female,CT,6511,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002022,1,8,57,2,Female,CT,6511,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2B,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002022,1,6,58,1,Male,CT,6511,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1002022,1,7,77,2,Female,CT,6511,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2B,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1002022,1,3,50,2,Female,CT,6511,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002438,1,2,17,1,Male,CT,6514,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Hamden,UnitedStates,,,,,,,1,Not Transported,,
1002440,,2,25,2,Female,CT,,5,Bicyclist,C,Possible Injury (C),1,Apparently Normal,99,Unknown,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,CANNER STREET,W,FALSE,1,2,FALSE,3,Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane),1,No,99,Unknown,88,Not Applicable,1,Intersection-Marked Crosswalk,1,Helmet,88,Not Applicable,99,Unknown if Distracted,,,,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002441,,2,51,2,Female,CT,6519,3,Pedestrian,B,Suspected Minor Injury (B),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,CHAPEL ST,S,FALSE,1,,FALSE,99,Unknown,99,Unknown,99,Unknown,88,Not Applicable,1,Intersection-Marked Crosswalk,0,None,88,Not Applicable,99,Unknown if Distracted,,,,New Haven,UnitedStates,,,CT,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002441,,3,,99,Unknown,,,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedStates,,,,,,,,,,
1002443,1,3,8,1,Male,CT,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"Second Row, Left Seat",,North Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002443,1,2,28,2,Female,CT,6513,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002447,2,3,55,1,Male,CT,6511,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,New Haven,UnitedStates,,,CT,,,,1,Not Transported,,
1002461,1,2,42,1,Male,CT,6511,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,CT,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002461,2,4,31,1,Male,CT,6512,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,East Haven,UnitedStates,,,,,,,1,Not Transported,,
1002469,2,3,36,1,Male,CT,6401,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Ansonia,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002469,2,4,8,1,Male,CT,6401,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"Second Row, Left Seat",,Ansonia,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002469,2,5,3,2,Female,CT,6401,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,5,"Child Restraint System, Forward Facing",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,Ansonia,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1002472,2,3,61,1,Male,CT,6516,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,West Haven,UnitedStates,,,CT,,,,1,Not Transported,,
1002480,1,2,60,2,Female,CT,6511,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1002480,2,5,9,2,Female,CT,6511,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002480,2,4,4,2,Female,CT,6511,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002482,,2,67,1,Male,CT,,3,Pedestrian,C,Possible Injury (C),1,Apparently Normal,1,Apparently Normal,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,WEYBOSSET ST,N,FALSE,1,,FALSE,3,Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane),1,No,5,"In Roadway Improperly (Standing, Lying, Working, Playing)",88,Not Applicable,5,Travel Lane-Other Location,0,None,0,None,99,Unknown if Distracted,,,,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002490,1,3,35,2,Female,,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1002490,1,2,70,2,Female,,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"Second Row, Left Seat",,,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1002491,1,2,16,2,Female,CT,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002494,1,3,70,2,Female,CT,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002494,1,2,49,2,Female,CT,,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1002498,2,4,19,2,Female,CT,6095,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Windsor,UnitedStates,,,CT,,,,1,Not Transported,,
1002498,1,2,26,1,Male,CT,,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Hamden,UnitedStates,,,,,,,1,Not Transported,,
1003116,,4,,99,Unknown,CT,,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Haven,UnitedStates,,,,,,,,,,
1003118,3,4,36,2,Female,CT,6519,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1003125,1,2,17,2,Female,CT,6511,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,99,Unknown,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1003128,1,2,17,2,Female,CT,6515,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1003578,,3,,99,Unknown,,,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedStates,,,,,,,,,,
1003578,,4,,99,Unknown,,,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedStates,,,,,,,,,,
1003579,1,2,37,1,Male,CT,6418,2,Passenger,A,Suspected Serious Injury (A),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Derby,UnitedStates,,,CT,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1003933,1,4,38,2,Female,CT,6519,2,Passenger,A,Suspected Serious Injury (A),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,2,Deployed-Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,CT,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1003933,3,5,33,2,Female,TX,78209,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,San Antonio,UnitedStates,,,TX,,,,1,Not Transported,,
1003935,1,3,19,1,Male,CT,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Hamden,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1003935,,4,31,1,Male,,,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedStates,,,,,,,,,,
1003936,,2,12,1,Male,CT,,3,Pedestrian,B,Suspected Minor Injury (B),1,Apparently Normal,,,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,VALLEY ST,S,FALSE,1,,FALSE,1,Crossing Roadway,2,Yes,3,Failure to Yield Right-Of-Way,88,Not Applicable,1,Intersection-Marked Crosswalk,0,None,88,Not Applicable,1,Not Distracted,,,,New Haven,UnitedStates,1,Not Licensed,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1003942,1,3,23,2,Female,CT,6705,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,2,Deployed-Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Waterbury,UnitedStates,,,,,,,1,Not Transported,,
1003942,1,4,0,2,Female,CT,6705,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,5,"Child Restraint System, Forward Facing",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"Second Row, Left Seat",,Waterbury,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1004262,2,3,55,1,Male,,,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,Unknown,,,UnitedStates,,,,,,,1,Not Transported,,
1004263,2,4,78,2,Female,CT,6460,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"Third Row, Middle Seat",,Milford,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1004263,2,3,62,2,Female,CT,6460,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"Third Row, Middle Seat",,Milford,UnitedStates,,,CT,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1004274,2,3,15,2,Female,CT,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,4,"Restraint Used, Type Unknown",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Hamden,UnitedStates,,,,,,,1,Not Transported,,
1004775,2,3,35,2,Female,CT,6514,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Hamden,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1004775,2,4,3,1,Male,CT,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,5,"Child Restraint System, Forward Facing",88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,"Third Row, Right Seat",,Hamden,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1004777,,2,50,1,Male,CT,6513,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Haven,UnitedStates,,,,,,,,,,
1004779,2,3,25,1,Male,CT,,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,2,Deployed-Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Branford,UnitedStates,,,CT,,,,1,Not Transported,,
1004782,2,3,12,1,Male,CT,6512,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1004787,1,2,54,2,Female,CT,,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,Orange,UnitedStates,,,CT,,,,1,Not Transported,,
1004793,1,3,31,1,Male,CT,6511,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1004801,,2,30,1,Male,CT,,3,Pedestrian,B,Suspected Minor Injury (B),1,Apparently Normal,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,WARREN PL,W,FALSE,1,,FALSE,1,Crossing Roadway,1,No,1,No Improper Action,88,Not Applicable,2,Intersection-Unmarked Crosswalk,0,None,88,Not Applicable,1,Not Distracted,,,,Hamden,UnitedStates,,,,,,,1,Not Transported,,
1005826,1,2,6,1,Male,CT,6513,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1005826,1,4,1,2,Female,CT,6513,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,5,"Child Restraint System, Forward Facing",88,Not Applicable,2,Deployed-Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"Second Row, Middle Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1005826,1,3,0,2,Female,CT,6513,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,6,"Child Restraint System, Rear Facing",88,Not Applicable,2,Deployed-Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1005830,2,3,55,1,Male,CT,6512,2,Passenger,B,Suspected Minor Injury (B),,,,,,,,,,,,,,,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,UnitedStates,,,CT,,,,3,EMS Ground,AMER MED RESPONSE,ST RAPHAELS-YNHH
1005834,2,4,27,2,Female,CT,,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1005834,2,3,35,2,Female,CT,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,New Haven,UnitedStates,,,CT,,,,1,Not Transported,,
1006051,1,3,11,1,Male,CT,6511,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,New Haven,UnitedStates,,,,,,,1,Not Transported,,
1006415,2,3,56,2,Female,CT,6483,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Seymour,UnitedStates,,,NY,,,,1,Not Transported,,
1006419,,3,19,1,Male,CT,6511,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Haven,UnitedStates,,,,,,,,,,
1006419,,1,40,1,Male,CT,6482,3,Pedestrian,A,Suspected Serious Injury (A),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,WHALLEY AVE,E,FALSE,1,,FALSE,1,Crossing Roadway,1,No,4,"Failure to Obey Traffic Signs, Signals, or Officer",97,Other,1,Intersection-Marked Crosswalk,0,None,97,Other,1,Not Distracted,,,,Sandy Hook,UnitedStates,2,State,CT,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1006422,1,4,16,2,Female,CT,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"Second Row, Left Seat",,West Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1006422,1,3,16,2,Female,CT,,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,New Haven,UnitedStates,,,,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
